24fox36	36	0	a	24fox0 24fox1 24fox2 24fox3 24fox4 24fox5 24fox6 24fox7 24fox8 24fox9 24fox10 24fox11 24fox12 24fox13 24fox14 24fox15 24fox16 24fox17 24fox18 24fox19 24fox20 24fox21 24fox22 24fox23 24fox24 24fox25 24fox26 24fox27 24fox28 24fox29 24fox30 24fox31 24fox32 24fox33 24fox34 24fox35 24fox36 24fox37 24fox38 24fox39 24fox40
88fox23	23	0	a	88fox0 88fox1 88fox2 88fox3 88fox4 88fox5 88fox6 88fox7 88fox8 88fox9 88fox10 88fox11 88fox12 88fox13 88fox14 88fox15 88fox16 88fox17 88fox18 88fox19 88fox20 88fox21 88fox22 88fox23 88fox24 88fox25 88fox26 88fox27
92hpo19	19	0	a	92hpo0 92hpo1 92hpo2 92hpo3 92hpo4 92hpo5 92hpo6 92hpo7 92hpo8 92hpo9 92hpo10 92hpo11 92hpo12 92hpo13 92hpo14 92hpo15 92hpo16 92hpo17 92hpo18 92hpo19 92hpo20 92hpo21 92hpo22 92hpo23 92hpo24 92hpo25 92hpo26 92hpo27 92hpo28 92hpo29 92hpo30 92hpo31 92hpo32 92hpo33 92hpo34 92hpo35 92hpo36 92hpo37 92hpo38
59hpo8	8	0	a	59hpo0 59hpo1 59hpo2 59hpo3 59hpo4 59hpo5 59hpo6 59hpo7 59hpo8 59hpo9 59hpo10 59hpo11 59hpo12 59hpo13 59hpo14 59hpo15 59hpo16 59hpo17 59hpo18 59hpo19 59hpo20 59hpo21 59hpo22
48hpo21	21	0	a	48hpo0 48hpo1 48hpo2 48hpo3 48hpo4 48hpo5 48hpo6 48hpo7 48hpo8 48hpo9 48hpo10 48hpo11 48hpo12 48hpo13 48hpo14 48hpo15 48hpo16 48hpo17 48hpo18 48hpo19 48hpo20 48hpo21 48hpo22 48hpo23 48hpo24 48hpo25 48hpo26 48hpo27 48hpo28 48hpo29 48hpo30 48hpo31 48hpo32 48hpo33 48hpo34 48hpo35 48hpo36 48hpo37 48hpo38 48hpo39 48hpo40 48hpo41 48hpo42 48hpo43
69fox45	45	0	a	69fox0 69fox1 69fox2 69fox3 69fox4 69fox5 69fox6 69fox7 69fox8 69fox9 69fox10 69fox11 69fox12 69fox13 69fox14 69fox15 69fox16 69fox17 69fox18 69fox19 69fox20 69fox21 69fox22 69fox23 69fox24 69fox25 69fox26 69fox27 69fox28 69fox29 69fox30 69fox31 69fox32 69fox33 69fox34 69fox35 69fox36 69fox37 69fox38 69fox39 69fox40 69fox41 69fox42 69fox43 69fox44 69fox45
35nyt2	2	0	a	35nyt0 35nyt1 35nyt2 35nyt3 35nyt4 35nyt5 35nyt6 35nyt7 35nyt8 35nyt9 35nyt10 35nyt11 35nyt12 35nyt13 35nyt14 35nyt15 35nyt16 35nyt17 35nyt18 35nyt19 35nyt20 35nyt21 35nyt22 35nyt23 35nyt24 35nyt25 35nyt26 35nyt27 35nyt28 35nyt29 35nyt30
34nyt5	5	0	a	34nyt0 34nyt1 34nyt2 34nyt3 34nyt4 34nyt5 34nyt6 34nyt7 34nyt8 34nyt9 34nyt10 34nyt11 34nyt12 34nyt13 34nyt14 34nyt15 34nyt16 34nyt17 34nyt18 34nyt19 34nyt20 34nyt21 34nyt22
38fox1	1	0	a	38fox0 38fox1 38fox2 38fox3 38fox4 38fox5 38fox6 38fox7 38fox8 38fox9 38fox10 38fox11 38fox12 38fox13 38fox14 38fox15 38fox16 38fox17 38fox18 38fox19 38fox20 38fox21 38fox22 38fox23 38fox24 38fox25 38fox26 38fox27 38fox28 38fox29 38fox30 38fox31 38fox32 38fox33 38fox34 38fox35 38fox36 38fox37 38fox38
80fox12	12	0	a	80fox0 80fox1 80fox2 80fox3 80fox4 80fox5 80fox6 80fox7 80fox8 80fox9 80fox10 80fox11 80fox12 80fox13 80fox14 80fox15 80fox16 80fox17 80fox18 80fox19 80fox20 80fox21 80fox22 80fox23 80fox24 80fox25 80fox26 80fox27 80fox28 80fox29 80fox30 80fox31 80fox32
10fox20	20	0	a	10fox0 10fox1 10fox2 10fox3 10fox4 10fox5 10fox6 10fox7 10fox8 10fox9 10fox10 10fox11 10fox12 10fox13 10fox14 10fox15 10fox16 10fox17 10fox18 10fox19 10fox20 10fox21 10fox22 10fox23 10fox24 10fox25 10fox26 10fox27 10fox28 10fox29 10fox30 10fox31 10fox32 10fox33 10fox34 10fox35 10fox36 10fox37 10fox38
20fox9	9	0	a	20fox0 20fox1 20fox2 20fox3 20fox4 20fox5 20fox6 20fox7 20fox8 20fox9 20fox10 20fox11
53nyt8	8	1	a	53nyt0 53nyt1 53nyt2 53nyt3 53nyt4 53nyt5 53nyt6 53nyt7 53nyt8 53nyt9 53nyt10 53nyt11 53nyt12 53nyt13 53nyt14 53nyt15 53nyt16
90fox21	21	0	a	90fox0 90fox1 90fox2 90fox3 90fox4 90fox5 90fox6 90fox7 90fox8 90fox9 90fox10 90fox11 90fox12 90fox13 90fox14 90fox15 90fox16 90fox17 90fox18 90fox19 90fox20 90fox21 90fox22 90fox23
68nyt5	5	0	a	68nyt0 68nyt1 68nyt2 68nyt3 68nyt4 68nyt5 68nyt6 68nyt7 68nyt8 68nyt9 68nyt10 68nyt11 68nyt12 68nyt13 68nyt14 68nyt15 68nyt16 68nyt17 68nyt18 68nyt19 68nyt20 68nyt21 68nyt22 68nyt23 68nyt24 68nyt25
6nyt31	31	1	a	6nyt0 6nyt1 6nyt2 6nyt3 6nyt4 6nyt5 6nyt6 6nyt7 6nyt8 6nyt9 6nyt10 6nyt11 6nyt12 6nyt13 6nyt14 6nyt15 6nyt16 6nyt17 6nyt18 6nyt19 6nyt20 6nyt21 6nyt22 6nyt23 6nyt24 6nyt25 6nyt26 6nyt27 6nyt28 6nyt29 6nyt30 6nyt31
98fox7	7	0	a	98fox0 98fox1 98fox2 98fox3 98fox4 98fox5 98fox6 98fox7 98fox8 98fox9 98fox10 98fox11 98fox12 98fox13 98fox14 98fox15 98fox16 98fox17
61hpo1	1	1	a	61hpo0 61hpo1 61hpo2 61hpo3 61hpo4 61hpo5 61hpo6 61hpo7 61hpo8 61hpo9 61hpo10 61hpo11 61hpo12 61hpo13 61hpo14 61hpo15 61hpo16
73nyt21	21	0	a	73nyt0 73nyt1 73nyt2 73nyt3 73nyt4 73nyt5 73nyt6 73nyt7 73nyt8 73nyt9 73nyt10 73nyt11 73nyt12 73nyt13 73nyt14 73nyt15 73nyt16 73nyt17 73nyt18 73nyt19 73nyt20 73nyt21 73nyt22 73nyt23 73nyt24 73nyt25 73nyt26 73nyt27 73nyt28 73nyt29 73nyt30 73nyt31 73nyt32 73nyt33 73nyt34 73nyt35 73nyt36
60fox2	2	0	a	60fox0 60fox1 60fox2 60fox3 60fox4 60fox5 60fox6 60fox7 60fox8 60fox9 60fox10 60fox11 60fox12 60fox13 60fox14 60fox15 60fox16 60fox17 60fox18 60fox19 60fox20 60fox21 60fox22 60fox23 60fox24 60fox25 60fox26
37nyt13	13	0	a	37nyt0 37nyt1 37nyt2 37nyt3 37nyt4 37nyt5 37nyt6 37nyt7 37nyt8 37nyt9 37nyt10 37nyt11 37nyt12 37nyt13 37nyt14 37nyt15 37nyt16 37nyt17 37nyt18 37nyt19 37nyt20 37nyt21 37nyt22 37nyt23 37nyt24 37nyt25 37nyt26
6fox31	31	0	a	6fox0 6fox1 6fox2 6fox3 6fox4 6fox5 6fox6 6fox7 6fox8 6fox9 6fox10 6fox11 6fox12 6fox13 6fox14 6fox15 6fox16 6fox17 6fox18 6fox19 6fox20 6fox21 6fox22 6fox23 6fox24 6fox25 6fox26 6fox27 6fox28 6fox29 6fox30 6fox31 6fox32 6fox33 6fox34 6fox35
48nyt12	12	0	a	48nyt0 48nyt1 48nyt2 48nyt3 48nyt4 48nyt5 48nyt6 48nyt7 48nyt8 48nyt9 48nyt10 48nyt11 48nyt12 48nyt13 48nyt14 48nyt15 48nyt16 48nyt17
50hpo5	5	0	a	50hpo0 50hpo1 50hpo2 50hpo3 50hpo4 50hpo5 50hpo6 50hpo7 50hpo8 50hpo9 50hpo10 50hpo11 50hpo12 50hpo13 50hpo14 50hpo15 50hpo16 50hpo17 50hpo18 50hpo19 50hpo20 50hpo21 50hpo22 50hpo23 50hpo24 50hpo25
62hpo9	9	0	a	62hpo0 62hpo1 62hpo2 62hpo3 62hpo4 62hpo5 62hpo6 62hpo7 62hpo8 62hpo9 62hpo10 62hpo11 62hpo12 62hpo13 62hpo14 62hpo15 62hpo16 62hpo17 62hpo18 62hpo19 62hpo20 62hpo21 62hpo22 62hpo23
76fox22	22	0	a	76fox0 76fox1 76fox2 76fox3 76fox4 76fox5 76fox6 76fox7 76fox8 76fox9 76fox10 76fox11 76fox12 76fox13 76fox14 76fox15 76fox16 76fox17 76fox18 76fox19 76fox20 76fox21 76fox22 76fox23
8fox35	35	0	a	8fox0 8fox1 8fox2 8fox3 8fox4 8fox5 8fox6 8fox7 8fox8 8fox9 8fox10 8fox11 8fox12 8fox13 8fox14 8fox15 8fox16 8fox17 8fox18 8fox19 8fox20 8fox21 8fox22 8fox23 8fox24 8fox25 8fox26 8fox27 8fox28 8fox29 8fox30 8fox31 8fox32 8fox33 8fox34 8fox35 8fox36 8fox37 8fox38 8fox39 8fox40 8fox41
29nyt9	9	1	a	29nyt0 29nyt1 29nyt2 29nyt3 29nyt4 29nyt5 29nyt6 29nyt7 29nyt8 29nyt9 29nyt10 29nyt11 29nyt12 29nyt13 29nyt14 29nyt15 29nyt16 29nyt17 29nyt18 29nyt19 29nyt20 29nyt21 29nyt22 29nyt23 29nyt24 29nyt25 29nyt26 29nyt27 29nyt28
32fox24	24	0	a	32fox0 32fox1 32fox2 32fox3 32fox4 32fox5 32fox6 32fox7 32fox8 32fox9 32fox10 32fox11 32fox12 32fox13 32fox14 32fox15 32fox16 32fox17 32fox18 32fox19 32fox20 32fox21 32fox22 32fox23 32fox24 32fox25 32fox26
19fox16	16	1	a	19fox0 19fox1 19fox2 19fox3 19fox4 19fox5 19fox6 19fox7 19fox8 19fox9 19fox10 19fox11 19fox12 19fox13 19fox14 19fox15 19fox16 19fox17 19fox18 19fox19 19fox20 19fox21 19fox22 19fox23 19fox24 19fox25 19fox26
25fox16	16	0	a	25fox0 25fox1 25fox2 25fox3 25fox4 25fox5 25fox6 25fox7 25fox8 25fox9 25fox10 25fox11 25fox12 25fox13 25fox14 25fox15 25fox16 25fox17 25fox18 25fox19 25fox20 25fox21 25fox22 25fox23 25fox24 25fox25 25fox26 25fox27 25fox28 25fox29 25fox30 25fox31
66fox4	4	0	a	66fox0 66fox1 66fox2 66fox3 66fox4 66fox5 66fox6 66fox7 66fox8 66fox9 66fox10 66fox11 66fox12 66fox13
12hpo6	6	0	a	12hpo0 12hpo1 12hpo2 12hpo3 12hpo4 12hpo5 12hpo6 12hpo7 12hpo8 12hpo9 12hpo10 12hpo11 12hpo12 12hpo13 12hpo14 12hpo15 12hpo16 12hpo17 12hpo18 12hpo19 12hpo20 12hpo21 12hpo22 12hpo23 12hpo24 12hpo25 12hpo26 12hpo27 12hpo28 12hpo29
54hpo16	16	0	a	54hpo0 54hpo1 54hpo2 54hpo3 54hpo4 54hpo5 54hpo6 54hpo7 54hpo8 54hpo9 54hpo10 54hpo11 54hpo12 54hpo13 54hpo14 54hpo15 54hpo16 54hpo17 54hpo18
19nyt23	23	0	a	19nyt0 19nyt1 19nyt2 19nyt3 19nyt4 19nyt5 19nyt6 19nyt7 19nyt8 19nyt9 19nyt10 19nyt11 19nyt12 19nyt13 19nyt14 19nyt15 19nyt16 19nyt17 19nyt18 19nyt19 19nyt20 19nyt21 19nyt22 19nyt23 19nyt24 19nyt25 19nyt26 19nyt27 19nyt28 19nyt29 19nyt30 19nyt31 19nyt32 19nyt33 19nyt34 19nyt35
58hpo14	14	0	a	58hpo0 58hpo1 58hpo2 58hpo3 58hpo4 58hpo5 58hpo6 58hpo7 58hpo8 58hpo9 58hpo10 58hpo11 58hpo12 58hpo13 58hpo14 58hpo15 58hpo16
87hpo11	11	0	a	87hpo0 87hpo1 87hpo2 87hpo3 87hpo4 87hpo5 87hpo6 87hpo7 87hpo8 87hpo9 87hpo10 87hpo11 87hpo12
35hpo18	18	0	a	35hpo0 35hpo1 35hpo2 35hpo3 35hpo4 35hpo5 35hpo6 35hpo7 35hpo8 35hpo9 35hpo10 35hpo11 35hpo12 35hpo13 35hpo14 35hpo15 35hpo16 35hpo17 35hpo18 35hpo19 35hpo20 35hpo21 35hpo22 35hpo23 35hpo24 35hpo25 35hpo26 35hpo27 35hpo28 35hpo29
45nyt30	30	0	a	45nyt0 45nyt1 45nyt2 45nyt3 45nyt4 45nyt5 45nyt6 45nyt7 45nyt8 45nyt9 45nyt10 45nyt11 45nyt12 45nyt13 45nyt14 45nyt15 45nyt16 45nyt17 45nyt18 45nyt19 45nyt20 45nyt21 45nyt22 45nyt23 45nyt24 45nyt25 45nyt26 45nyt27 45nyt28 45nyt29 45nyt30 45nyt31 45nyt32 45nyt33 45nyt34 45nyt35 45nyt36 45nyt37 45nyt38 45nyt39
97hpo9	9	0	a	97hpo0 97hpo1 97hpo2 97hpo3 97hpo4 97hpo5 97hpo6 97hpo7 97hpo8 97hpo9 97hpo10
31hpo31	31	0	a	31hpo0 31hpo1 31hpo2 31hpo3 31hpo4 31hpo5 31hpo6 31hpo7 31hpo8 31hpo9 31hpo10 31hpo11 31hpo12 31hpo13 31hpo14 31hpo15 31hpo16 31hpo17 31hpo18 31hpo19 31hpo20 31hpo21 31hpo22 31hpo23 31hpo24 31hpo25 31hpo26 31hpo27 31hpo28 31hpo29 31hpo30 31hpo31
10fox19	19	1	a	10fox0 10fox1 10fox2 10fox3 10fox4 10fox5 10fox6 10fox7 10fox8 10fox9 10fox10 10fox11 10fox12 10fox13 10fox14 10fox15 10fox16 10fox17 10fox18 10fox19 10fox20 10fox21 10fox22 10fox23 10fox24 10fox25 10fox26 10fox27 10fox28 10fox29 10fox30 10fox31 10fox32 10fox33 10fox34 10fox35 10fox36 10fox37 10fox38
39hpo21	21	0	a	39hpo0 39hpo1 39hpo2 39hpo3 39hpo4 39hpo5 39hpo6 39hpo7 39hpo8 39hpo9 39hpo10 39hpo11 39hpo12 39hpo13 39hpo14 39hpo15 39hpo16 39hpo17 39hpo18 39hpo19 39hpo20 39hpo21 39hpo22 39hpo23 39hpo24 39hpo25 39hpo26 39hpo27 39hpo28 39hpo29 39hpo30 39hpo31 39hpo32 39hpo33 39hpo34 39hpo35 39hpo36 39hpo37 39hpo38 39hpo39 39hpo40 39hpo41 39hpo42
91fox22	22	1	a	91fox0 91fox1 91fox2 91fox3 91fox4 91fox5 91fox6 91fox7 91fox8 91fox9 91fox10 91fox11 91fox12 91fox13 91fox14 91fox15 91fox16 91fox17 91fox18 91fox19 91fox20 91fox21 91fox22 91fox23 91fox24 91fox25 91fox26 91fox27 91fox28 91fox29 91fox30 91fox31 91fox32 91fox33 91fox34 91fox35
48hpo32	32	0	a	48hpo0 48hpo1 48hpo2 48hpo3 48hpo4 48hpo5 48hpo6 48hpo7 48hpo8 48hpo9 48hpo10 48hpo11 48hpo12 48hpo13 48hpo14 48hpo15 48hpo16 48hpo17 48hpo18 48hpo19 48hpo20 48hpo21 48hpo22 48hpo23 48hpo24 48hpo25 48hpo26 48hpo27 48hpo28 48hpo29 48hpo30 48hpo31 48hpo32 48hpo33 48hpo34 48hpo35 48hpo36 48hpo37 48hpo38 48hpo39 48hpo40 48hpo41 48hpo42 48hpo43
37hpo20	20	1	a	37hpo0 37hpo1 37hpo2 37hpo3 37hpo4 37hpo5 37hpo6 37hpo7 37hpo8 37hpo9 37hpo10 37hpo11 37hpo12 37hpo13 37hpo14 37hpo15 37hpo16 37hpo17 37hpo18 37hpo19 37hpo20 37hpo21
21hpo24	24	0	a	21hpo0 21hpo1 21hpo2 21hpo3 21hpo4 21hpo5 21hpo6 21hpo7 21hpo8 21hpo9 21hpo10 21hpo11 21hpo12 21hpo13 21hpo14 21hpo15 21hpo16 21hpo17 21hpo18 21hpo19 21hpo20 21hpo21 21hpo22 21hpo23 21hpo24 21hpo25 21hpo26 21hpo27 21hpo28 21hpo29 21hpo30 21hpo31 21hpo32 21hpo33 21hpo34 21hpo35 21hpo36 21hpo37
60nyt31	31	0	a	60nyt0 60nyt1 60nyt2 60nyt3 60nyt4 60nyt5 60nyt6 60nyt7 60nyt8 60nyt9 60nyt10 60nyt11 60nyt12 60nyt13 60nyt14 60nyt15 60nyt16 60nyt17 60nyt18 60nyt19 60nyt20 60nyt21 60nyt22 60nyt23 60nyt24 60nyt25 60nyt26 60nyt27 60nyt28 60nyt29 60nyt30 60nyt31 60nyt32 60nyt33 60nyt34 60nyt35 60nyt36 60nyt37 60nyt38 60nyt39 60nyt40 60nyt41
88hpo8	8	1	a	88hpo0 88hpo1 88hpo2 88hpo3 88hpo4 88hpo5 88hpo6 88hpo7 88hpo8 88hpo9 88hpo10 88hpo11 88hpo12
91nyt31	31	0	a	91nyt0 91nyt1 91nyt2 91nyt3 91nyt4 91nyt5 91nyt6 91nyt7 91nyt8 91nyt9 91nyt10 91nyt11 91nyt12 91nyt13 91nyt14 91nyt15 91nyt16 91nyt17 91nyt18 91nyt19 91nyt20 91nyt21 91nyt22 91nyt23 91nyt24 91nyt25 91nyt26 91nyt27 91nyt28 91nyt29 91nyt30 91nyt31 91nyt32 91nyt33
39fox4	4	0	a	39fox0 39fox1 39fox2 39fox3 39fox4 39fox5 39fox6 39fox7 39fox8 39fox9 39fox10 39fox11 39fox12 39fox13 39fox14 39fox15 39fox16 39fox17 39fox18 39fox19 39fox20 39fox21 39fox22 39fox23 39fox24 39fox25
95HPO1	1	0	a	95HPO0 95HPO1 95HPO2 95HPO3 95HPO4 95HPO5 95HPO6 95HPO7 95HPO8 95HPO9 95HPO10 95HPO11 95HPO12 95HPO13
18fox4	4	0	a	18fox0 18fox1 18fox2 18fox3 18fox4 18fox5 18fox6 18fox7 18fox8 18fox9 18fox10 18fox11 18fox12 18fox13 18fox14 18fox15 18fox16 18fox17 18fox18 18fox19 18fox20 18fox21 18fox22
66nyt9	9	0	a	66nyt0 66nyt1 66nyt2 66nyt3 66nyt4 66nyt5 66nyt6 66nyt7 66nyt8 66nyt9 66nyt10 66nyt11 66nyt12 66nyt13 66nyt14 66nyt15 66nyt16 66nyt17 66nyt18 66nyt19 66nyt20 66nyt21 66nyt22 66nyt23 66nyt24 66nyt25 66nyt26 66nyt27 66nyt28 66nyt29 66nyt30 66nyt31 66nyt32 66nyt33 66nyt34 66nyt35 66nyt36 66nyt37 66nyt38
66hpo9	9	0	a	66hpo0 66hpo1 66hpo2 66hpo3 66hpo4 66hpo5 66hpo6 66hpo7 66hpo8 66hpo9 66hpo10 66hpo11 66hpo12 66hpo13 66hpo14 66hpo15 66hpo16 66hpo17 66hpo18 66hpo19 66hpo20
12hpo8	8	0	a	12hpo0 12hpo1 12hpo2 12hpo3 12hpo4 12hpo5 12hpo6 12hpo7 12hpo8 12hpo9 12hpo10 12hpo11 12hpo12 12hpo13 12hpo14 12hpo15 12hpo16 12hpo17 12hpo18 12hpo19 12hpo20 12hpo21 12hpo22 12hpo23 12hpo24 12hpo25 12hpo26 12hpo27 12hpo28 12hpo29
70nyt3	3	1	a	70nyt0 70nyt1 70nyt2 70nyt3 70nyt4 70nyt5 70nyt6 70nyt7 70nyt8 70nyt9 70nyt10 70nyt11 70nyt12 70nyt13 70nyt14 70nyt15 70nyt16 70nyt17 70nyt18 70nyt19 70nyt20 70nyt21 70nyt22 70nyt23 70nyt24 70nyt25 70nyt26 70nyt27 70nyt28 70nyt29 70nyt30 70nyt31 70nyt32 70nyt33 70nyt34 70nyt35 70nyt36 70nyt37 70nyt38 70nyt39 70nyt40 70nyt41 70nyt42 70nyt43 70nyt44 70nyt45 70nyt46 70nyt47 70nyt48 70nyt49 70nyt50 70nyt51 70nyt52 70nyt53 70nyt54 70nyt55 70nyt56 70nyt57 70nyt58 70nyt59 70nyt60 70nyt61 70nyt62 70nyt63 70nyt64 70nyt65 70nyt66 70nyt67 70nyt68 70nyt69 70nyt70 70nyt71 70nyt72
82hpo18	18	0	a	82hpo0 82hpo1 82hpo2 82hpo3 82hpo4 82hpo5 82hpo6 82hpo7 82hpo8 82hpo9 82hpo10 82hpo11 82hpo12 82hpo13 82hpo14 82hpo15 82hpo16 82hpo17 82hpo18 82hpo19 82hpo20 82hpo21 82hpo22
45hpo32	32	0	a	45hpo0 45hpo1 45hpo2 45hpo3 45hpo4 45hpo5 45hpo6 45hpo7 45hpo8 45hpo9 45hpo10 45hpo11 45hpo12 45hpo13 45hpo14 45hpo15 45hpo16 45hpo17 45hpo18 45hpo19 45hpo20 45hpo21 45hpo22 45hpo23 45hpo24 45hpo25 45hpo26 45hpo27 45hpo28 45hpo29 45hpo30 45hpo31 45hpo32 45hpo33 45hpo34 45hpo35 45hpo36
85fox13	13	0	a	85fox0 85fox1 85fox2 85fox3 85fox4 85fox5 85fox6 85fox7 85fox8 85fox9 85fox10 85fox11 85fox12 85fox13 85fox14 85fox15 85fox16 85fox17 85fox18 85fox19 85fox20 85fox21 85fox22 85fox23 85fox24
21hpo18	18	0	a	21hpo0 21hpo1 21hpo2 21hpo3 21hpo4 21hpo5 21hpo6 21hpo7 21hpo8 21hpo9 21hpo10 21hpo11 21hpo12 21hpo13 21hpo14 21hpo15 21hpo16 21hpo17 21hpo18 21hpo19 21hpo20 21hpo21 21hpo22 21hpo23 21hpo24 21hpo25 21hpo26 21hpo27 21hpo28 21hpo29 21hpo30 21hpo31 21hpo32 21hpo33 21hpo34 21hpo35 21hpo36 21hpo37
79hpo7	7	0	a	79hpo0 79hpo1 79hpo2 79hpo3 79hpo4 79hpo5 79hpo6 79hpo7 79hpo8 79hpo9 79hpo10 79hpo11 79hpo12 79hpo13 79hpo14 79hpo15 79hpo16 79hpo17 79hpo18 79hpo19 79hpo20 79hpo21 79hpo22 79hpo23 79hpo24 79hpo25 79hpo26 79hpo27 79hpo28 79hpo29 79hpo30 79hpo31 79hpo32 79hpo33 79hpo34 79hpo35 79hpo36 79hpo37 79hpo38 79hpo39 79hpo40 79hpo41 79hpo42 79hpo43 79hpo44 79hpo45 79hpo46 79hpo47 79hpo48 79hpo49 79hpo50 79hpo51 79hpo52 79hpo53 79hpo54 79hpo55 79hpo56
